IN450A
Time,Source,Destination,Protocol,Length
34.553911,104.254.148.165,192.168.1.9,TCP,66
34.554908,104.254.148.165,192.168.1.9,TLSv1.2,1082
34.554981,192.168.1.9,104.254.148.165,TCP,66
34.585275,104.16.68.69,192.168.1.9,TLSv1.2,634
34.585389,192.168.1.9,104.16.68.69,TCP,54
34.592921,38.140.99.21,192.168.1.9,TCP,66
34.593032,192.168.1.9,38.140.99.21,TLSv1.2,592
34.594061,104.254.148.165,192.168.1.9,TCP,66
34.613174,172.217.3.162,192.168.1.9,UDP,1392
34.61318,172.217.3.162,192.168.1.9,UDP,1392
34.613182,172.217.3.162,192.168.1.9,UDP,1392
34.613184,172.217.3.162,192.168.1.9,UDP,1392
34.613592,192.168.1.9,172.217.3.162,UDP,70
34.613719,172.217.3.162,192.168.1.9,UDP,1392
34.613724,172.217.3.162,192.168.1.9,UDP,1392
34.613726,172.217.3.162,192.168.1.9,UDP,1392
34.613727,172.217.3.162,192.168.1.9,UDP,1392
34.613729,172.217.3.162,192.168.1.9,UDP,1392
34.613731,172.217.3.162,192.168.1.9,UDP,1392
34.613733,172.217.3.162,192.168.1.9,UDP,1392
34.613735,172.217.3.162,192.168.1.9,UDP,1162
34.613736,172.217.3.162,192.168.1.9,UDP,1392
34.613753,192.168.1.9,172.217.3.162,UDP,70
34.613844,52.43.69.79,192.168.1.9,TLSv1.2,656
34.613849,52.43.69.79,192.168.1.9,TLSv1.2,656
34.613893,52.43.69.79,192.168.1.9,TLSv1.2,100
34.6139,52.43.69.79,192.168.1.9,TLSv1.2,100
34.613935,192.168.1.9,52.43.69.79,TCP,66
34.614012,192.168.1.9,52.43.69.79,TCP,66
34.614012,192.168.1.9,52.43.69.79,TCP,66
34.614012,192.168.1.9,52.43.69.79,TCP,66
34.614713,192.168.1.9,172.217.3.162,UDP,70
34.614734,192.168.1.9,172.217.3.162,UDP,70
34.614771,192.168.1.9,172.217.3.162,UDP,70
34.614806,192.168.1.9,172.217.3.162,UDP,70
34.615454,52.52.208.22,192.168.1.9,TCP,1514
34.615459,52.52.208.22,192.168.1.9,TCP,1514
34.615462,52.52.208.22,192.168.1.9,TLSv1.2,1508
34.615526,192.168.1.9,52.52.208.22,TCP,66
34.615527,192.168.1.9,52.52.208.22,TCP,66
34.615551,192.168.1.9,52.52.208.22,TCP,66
34.616068,172.217.3.162,192.168.1.9,UDP,1392
34.616074,172.217.3.162,192.168.1.9,UDP,1392
34.616076,172.217.3.162,192.168.1.9,UDP,1392
34.61642,192.168.1.9,172.217.3.162,UDP,70
34.616503,192.168.1.9,172.217.3.162,UDP,70
34.617174,172.217.3.162,192.168.1.9,UDP,1392
34.617178,172.217.3.162,192.168.1.9,UDP,1392
34.617179,172.217.3.162,192.168.1.9,UDP,1008
34.617786,192.168.1.9,172.217.3.162,UDP,70
34.61879,52.9.68.83,192.168.1.9,TLSv1.2,290
34.618849,192.168.1.9,52.9.68.83,TCP,66
34.623865,209.191.163.208,192.168.1.9,TLSv1.3,698
34.623916,192.168.1.9,209.191.163.208,TCP,66
34.642929,192.168.1.9,172.217.3.162,UDP,70
34.646839,192.168.1.9,192.168.1.1,DNS,74
34.657603,52.9.68.83,192.168.1.9,TLSv1.2,290
34.65773,192.168.1.9,52.9.68.83,TCP,66
34.665416,192.168.1.2,224.0.0.251,MDNS,423
34.667107,192.168.1.1,192.168.1.9,DNS,90
34.669144,38.140.99.21,192.168.1.9,TCP,66
34.669351,192.168.1.9,172.217.3.196,UDP,1392
34.670059,192.168.1.9,172.217.3.196,UDP,1392
34.670062,192.168.1.9,172.217.3.196,UDP,221
34.687618,38.140.99.21,192.168.1.9,TCP,1514
34.68763,38.140.99.21,192.168.1.9,TLSv1.2,290
34.687817,192.168.1.9,38.140.99.21,TCP,66
34.695902,172.217.3.196,192.168.1.9,UDP,1392
34.69642,192.168.1.9,172.217.3.196,UDP,70
34.69652,172.217.3.196,192.168.1.9,UDP,62
34.73394,192.168.1.9,172.217.3.162,UDP,648
34.754409,172.217.3.196,192.168.1.9,UDP,469
34.755366,192.168.1.9,172.217.3.196,UDP,87
34.755549,172.217.3.196,192.168.1.9,UDP,58
34.767689,192.168.1.9,172.217.3.162,UDP,654
34.775397,172.217.3.162,192.168.1.9,UDP,132
34.775408,172.217.3.162,192.168.1.9,UDP,58
34.776512,192.168.1.9,172.217.3.162,UDP,70
34.78123,192.168.1.9,172.217.3.196,UDP,70
34.785692,104.254.148.165,192.168.1.9,TCP,1514
34.785696,104.254.148.165,192.168.1.9,TCP,1514
34.785697,104.254.148.165,192.168.1.9,TCP,1514
34.785762,192.168.1.9,104.254.148.165,TCP,66
34.785833,192.168.1.9,104.254.148.165,TCP,66
34.786038,104.254.148.165,192.168.1.9,TCP,1514
34.78604,104.254.148.165,192.168.1.9,TCP,1514
34.786042,104.254.148.165,192.168.1.9,TCP,1514
34.786043,104.254.148.165,192.168.1.9,TCP,1514
34.786044,104.254.148.165,192.168.1.9,TLSv1.2,1058
34.786088,192.168.1.9,104.254.148.165,TCP,66
34.786088,192.168.1.9,104.254.148.165,TCP,66
34.786088,192.168.1.9,104.254.148.165,TCP,66
34.786118,192.168.1.9,104.254.148.165,TCP,66
34.797807,172.217.3.162,192.168.1.9,UDP,91
34.797818,172.217.3.162,192.168.1.9,UDP,58
34.798408,192.168.1.9,172.217.3.162,UDP,70
34.804303,172.217.3.196,192.168.1.9,UDP,62
34.82433,192.168.1.9,172.217.3.194,UDP,1392
34.824353,192.168.1.9,172.217.3.194,UDP,138
34.843088,172.217.3.194,192.168.1.9,UDP,62
35.28253,172.217.3.194,192.168.1.9,UDP,1392
35.287585,172.217.3.194,192.168.1.9,UDP,1017
35.28759,172.217.3.194,192.168.1.9,UDP,178
35.287592,172.217.3.194,192.168.1.9,UDP,1392
35.287593,172.217.3.194,192.168.1.9,UDP,1017
35.28778,192.168.1.9,172.217.3.194,UDP,70
35.287836,192.168.1.9,172.217.3.194,UDP,70
35.300749,205.185.216.10,192.168.1.9,TLSv1.2,97
35.300752,205.185.216.10,192.168.1.9,TCP,66
35.300815,192.168.1.9,205.185.216.10,TCP,66
35.300815,192.168.1.9,205.185.216.10,TCP,66
35.30094,192.168.1.9,205.185.216.10,TLSv1.2,97
35.30141,192.168.1.9,205.185.216.10,TCP,66
35.309641,192.168.1.9,172.217.3.194,UDP,383
35.314177,192.168.1.9,151.101.1.194,TLSv1.2,801
35.32587,205.185.216.10,192.168.1.9,TCP,54
35.325875,205.185.216.10,192.168.1.9,TCP,54
35.32611,205.185.216.10,192.168.1.9,TLSv1.2,97
35.326185,192.168.1.9,205.185.216.10,TCP,66
35.326308,192.168.1.9,205.185.216.10,TLSv1.2,97
35.326433,192.168.1.9,205.185.216.10,TCP,66
35.3266,205.185.216.10,192.168.1.9,TCP,66
35.326646,192.168.1.9,205.185.216.10,TCP,66
35.332737,151.101.1.194,192.168.1.9,TCP,1450
35.332742,151.101.1.194,192.168.1.9,TCP,1450
35.332743,151.101.1.194,192.168.1.9,TCP,1450
35.332829,192.168.1.9,151.101.1.194,TCP,66
35.332894,192.168.1.9,151.101.1.194,TCP,66
35.332925,151.101.1.194,192.168.1.9,TCP,1450
35.332927,151.101.1.194,192.168.1.9,TCP,1450
35.332928,151.101.1.194,192.168.1.9,TCP,1450
35.332963,192.168.1.9,151.101.1.194,TCP,66
35.333005,192.168.1.9,151.101.1.194,TCP,66
35.333756,151.101.1.194,192.168.1.9,TCP,1450
35.333762,151.101.1.194,192.168.1.9,TCP,1450
35.333763,151.101.1.194,192.168.1.9,TCP,1450
35.333765,151.101.1.194,192.168.1.9,TCP,1450
35.333766,151.101.1.194,192.168.1.9,TLSv1.2,529
35.333867,192.168.1.9,151.101.1.194,TCP,66
35.333867,192.168.1.9,151.101.1.194,TCP,66
35.333867,192.168.1.9,151.101.1.194,TCP,66
35.333928,192.168.1.9,151.101.1.194,TCP,66
35.343362,172.217.3.194,192.168.1.9,UDP,110
35.343367,172.217.3.194,192.168.1.9,UDP,58
35.343635,192.168.1.9,172.217.3.194,UDP,70
35.344726,205.185.216.10,192.168.1.9,TCP,54
35.344729,205.185.216.10,192.168.1.9,TCP,54
35.344838,205.185.216.10,192.168.1.9,TCP,54
35.349921,192.168.1.9,172.217.3.162,UDP,217
35.359697,192.168.1.9,172.253.117.156,UDP,295
35.362606,192.168.1.9,54.80.70.233,TLSv1.2,634
35.366003,192.168.1.9,52.52.208.22,TLSv1.2,906
35.36853,192.168.1.9,52.52.143.227,TLSv1.2,769
35.373435,192.168.1.9,54.80.70.233,TLSv1.2,1465
35.3736,172.217.3.162,192.168.1.9,UDP,111
35.374078,172.217.3.162,192.168.1.9,UDP,58
35.374181,192.168.1.9,172.217.3.162,UDP,70
35.389341,172.253.117.156,192.168.1.9,UDP,108
35.389344,172.253.117.156,192.168.1.9,UDP,58
35.389588,192.168.1.9,172.253.117.156,UDP,70
35.399261,192.168.1.9,192.168.1.16,TCP,176
35.399514,52.52.208.22,192.168.1.9,TCP,66
35.401408,52.52.208.22,192.168.1.9,TLSv1.2,367
35.401461,192.168.1.9,52.52.208.22,TCP,66
35.403134,192.168.1.16,192.168.1.9,TCP,176
35.403195,192.168.1.9,192.168.1.16,TCP,66
35.40884,52.52.143.227,192.168.1.9,TLSv1.2,440
35.408897,192.168.1.9,52.52.143.227,TCP,66
35.458352,54.80.70.233,192.168.1.9,TLSv1.2,309
35.458432,192.168.1.9,54.80.70.233,TCP,66
35.470861,54.80.70.233,192.168.1.9,TLSv1.2,560
35.470916,192.168.1.9,54.80.70.233,TCP,66
35.516294,192.168.1.9,172.217.3.162,UDP,1392
35.516295,192.168.1.9,172.217.3.162,UDP,1094
35.534183,172.217.3.162,192.168.1.9,UDP,62
35.58613,172.217.3.162,192.168.1.9,UDP,1392
35.586134,172.217.3.162,192.168.1.9,UDP,1392
35.586134,172.217.3.162,192.168.1.9,UDP,1392
35.586357,192.168.1.9,172.217.3.162,UDP,70
35.588024,172.217.3.162,192.168.1.9,UDP,1392
35.588026,172.217.3.162,192.168.1.9,UDP,1392
35.588027,172.217.3.162,192.168.1.9,UDP,1392
35.588028,172.217.3.162,192.168.1.9,UDP,1392
35.588029,172.217.3.162,192.168.1.9,UDP,1392
35.58803,172.217.3.162,192.168.1.9,UDP,1392
35.58803,172.217.3.162,192.168.1.9,UDP,1392
35.588031,172.217.3.162,192.168.1.9,UDP,1392
35.588032,172.217.3.162,192.168.1.9,UDP,1013
35.588033,172.217.3.162,192.168.1.9,UDP,1392
35.588034,172.217.3.162,192.168.1.9,UDP,1392
35.588034,172.217.3.162,192.168.1.9,UDP,1392
35.588035,172.217.3.162,192.168.1.9,UDP,1392
35.588209,192.168.1.9,172.217.3.162,UDP,70
35.588209,192.168.1.9,172.217.3.162,UDP,70
35.588222,192.168.1.9,172.217.3.162,UDP,70
35.588246,192.168.1.9,172.217.3.162,UDP,70
35.588257,192.168.1.9,172.217.3.162,UDP,70
35.588285,192.168.1.9,172.217.3.162,UDP,70
35.588295,192.168.1.9,172.217.3.162,UDP,70
35.58917,172.217.3.162,192.168.1.9,UDP,1392
35.589172,172.217.3.162,192.168.1.9,UDP,1392
35.589173,172.217.3.162,192.168.1.9,UDP,1227
35.589284,192.168.1.9,172.217.3.162,UDP,70
35.608269,192.168.1.9,172.217.3.162,UDP,658
35.612474,192.168.1.9,172.217.3.196,UDP,280
35.637937,172.217.3.162,192.168.1.9,UDP,86
35.637941,172.217.3.162,192.168.1.9,UDP,59
35.638228,192.168.1.9,172.217.3.162,UDP,70
35.644868,192.168.1.9,172.217.3.162,UDP,652
35.656345,172.217.3.196,192.168.1.9,UDP,62
35.677712,172.217.3.162,192.168.1.9,UDP,90
35.677717,172.217.3.162,192.168.1.9,UDP,59
35.678061,192.168.1.9,172.217.3.162,UDP,70
35.682045,172.217.3.196,192.168.1.9,UDP,231
35.682391,172.217.3.196,192.168.1.9,UDP,58
35.682761,192.168.1.9,172.217.3.196,UDP,70
35.682926,192.168.1.9,172.217.3.196,UDP,81
35.726794,172.217.3.196,192.168.1.9,UDP,62
36.599763,192.168.1.9,74.125.195.189,UDP,65
36.608362,72.34.250.78,192.168.1.9,TLSv1.2,97
36.608417,192.168.1.9,72.34.250.78,TCP,66
36.608497,192.168.1.9,72.34.250.78,TLSv1.2,97
36.608659,192.168.1.9,72.34.250.78,TCP,66
36.61149,72.34.250.78,192.168.1.9,TCP,66
36.611531,192.168.1.9,72.34.250.78,TCP,66
36.639113,74.125.195.189,192.168.1.9,UDP,64
36.652046,72.34.250.78,192.168.1.9,TCP,66
36.652119,192.168.1.9,72.34.250.78,TCP,66
36.655317,72.34.250.78,192.168.1.9,TCP,54
36.65532,72.34.250.78,192.168.1.9,TCP,54
36.660827,72.34.250.78,192.168.1.9,TCP,54
36.696598,72.34.250.78,192.168.1.9,TCP,54
36.900674,192.168.1.9,172.217.14.195,UDP,65
36.942368,172.217.14.195,192.168.1.9,UDP,62
37.558642,192.168.1.9,172.217.3.170,UDP,65
37.606917,172.217.3.170,192.168.1.9,UDP,62
37.620332,52.9.68.83,192.168.1.9,TLSv1.2,97
37.620339,52.9.68.83,192.168.1.9,TCP,66
37.620452,192.168.1.9,52.9.68.83,TCP,66
37.620452,192.168.1.9,52.9.68.83,TCP,66
37.620595,192.168.1.9,52.9.68.83,TLSv1.2,97
37.620895,192.168.1.9,52.9.68.83,TCP,66
37.658917,52.9.68.83,192.168.1.9,TLSv1.2,97
37.658923,52.9.68.83,192.168.1.9,TCP,66
37.659013,192.168.1.9,52.9.68.83,TCP,66
37.659054,192.168.1.9,52.9.68.83,TCP,66
37.65918,192.168.1.9,52.9.68.83,TLSv1.2,97
37.659463,192.168.1.9,52.9.68.83,TCP,66
37.661431,52.9.68.83,192.168.1.9,TCP,54
37.661437,52.9.68.83,192.168.1.9,TCP,54
37.669088,192.168.1.9,172.217.3.170,UDP,65
37.695846,52.9.68.83,192.168.1.9,TCP,54
37.695852,52.9.68.83,192.168.1.9,TCP,54
37.709728,172.217.3.170,192.168.1.9,UDP,62
37.811912,192.168.1.9,52.37.245.64,TCP,78
37.833544,192.168.1.9,99.86.129.64,TLSv1.2,136
37.833799,192.168.1.9,99.86.129.64,TLSv1.2,153
37.856247,99.86.129.64,192.168.1.9,TCP,66
37.857668,99.86.129.64,192.168.1.9,TLSv1.2,1373
37.857708,192.168.1.9,99.86.129.64,TCP,66
38.453895,192.168.1.9,38.140.99.21,TLSv1.2,1172
38.457673,192.168.1.9,52.43.69.79,TLSv1.2,1089
38.461485,192.168.1.9,52.43.69.79,TLSv1.2,1089
38.464403,192.168.1.9,52.52.208.22,TLSv1.2,1050
38.467244,192.168.1.9,209.191.163.208,TLSv1.3,961
38.469089,192.168.1.9,67.202.110.22,TLSv1.3,1097
38.470389,192.168.1.9,104.254.148.165,TCP,1514
38.47039,192.168.1.9,104.254.148.165,TCP,1514
38.47039,192.168.1.9,104.254.148.165,TCP,1514
38.470391,192.168.1.9,104.254.148.165,TCP,1514
38.470391,192.168.1.9,104.254.148.165,TCP,1514
38.470391,192.168.1.9,104.254.148.165,TCP,1514
38.470392,192.168.1.9,104.254.148.165,TLSv1.2,351
38.471344,192.168.1.9,104.16.68.69,TLSv1.2,1380
38.47512,192.168.1.9,52.9.68.83,TCP,78
38.479474,192.168.1.9,52.9.68.83,TCP,78
38.480702,192.168.1.9,104.254.148.165,TCP,1514
38.480702,192.168.1.9,104.254.148.165,TCP,1514
38.480703,192.168.1.9,104.254.148.165,TCP,1514
38.480703,192.168.1.9,104.254.148.165,TCP,1514
38.480703,192.168.1.9,104.254.148.165,TCP,1514
38.480704,192.168.1.9,104.254.148.165,TCP,1514
38.480704,192.168.1.9,104.254.148.165,TLSv1.2,351
38.485123,192.168.1.9,72.34.250.78,TCP,78
38.488831,52.43.69.79,192.168.1.9,TCP,66
38.488834,52.43.69.79,192.168.1.9,TCP,66
38.495323,104.16.68.69,192.168.1.9,TCP,54
38.495376,192.168.1.9,104.16.68.69,TLSv1.2,443
38.50433,209.191.163.208,192.168.1.9,TCP,66
38.513772,52.9.68.83,192.168.1.9,TCP,74
38.513835,192.168.1.9,52.9.68.83,TCP,66
38.514181,192.168.1.9,52.9.68.83,TLSv1.2,583
38.517282,104.16.68.69,192.168.1.9,TCP,54
38.520336,52.9.68.83,192.168.1.9,TCP,74
38.520405,192.168.1.9,52.9.68.83,TCP,66
38.520643,192.168.1.9,52.9.68.83,TLSv1.2,583
38.521647,104.254.148.165,192.168.1.9,TCP,66
38.521651,104.254.148.165,192.168.1.9,TCP,66
38.521652,104.254.148.165,192.168.1.9,TCP,66
38.522776,104.254.148.165,192.168.1.9,TCP,66
38.522781,104.254.148.165,192.168.1.9,TCP,66
38.522782,104.254.148.165,192.168.1.9,TCP,66
38.522782,104.254.148.165,192.168.1.9,TCP,66
38.522844,192.168.1.9,104.254.148.165,TLSv1.2,689
38.529769,104.254.148.165,192.168.1.9,TCP,66
38.529776,104.254.148.165,192.168.1.9,TCP,66
38.530158,104.254.148.165,192.168.1.9,TCP,66
38.537421,72.34.250.78,192.168.1.9,TCP,74
38.537527,192.168.1.9,72.34.250.78,TCP,66
38.537964,192.168.1.9,72.34.250.78,TLSv1.2,583
38.539468,67.202.110.22,192.168.1.9,TLSv1.3,602
38.539577,192.168.1.9,67.202.110.22,TCP,66
38.545429,52.52.208.22,192.168.1.9,TCP,66
38.555466,52.9.68.83,192.168.1.9,TCP,66
38.556423,52.9.68.83,192.168.1.9,TLSv1.2,1514
38.556432,52.9.68.83,192.168.1.9,TCP,1514
38.556434,52.9.68.83,192.168.1.9,TCP,1514
38.556436,52.9.68.83,192.168.1.9,TLSv1.2,990
38.556438,52.9.68.83,192.168.1.9,TCP,66
38.556562,192.168.1.9,52.9.68.83,TCP,66
38.556562,192.168.1.9,52.9.68.83,TCP,66
38.556638,192.168.1.9,52.9.68.83,TCP,66
38.5573,52.9.68.83,192.168.1.9,TLSv1.2,1514
38.557305,52.9.68.83,192.168.1.9,TCP,1514
38.557307,52.9.68.83,192.168.1.9,TCP,1514
38.557309,52.9.68.83,192.168.1.9,TLSv1.2,990
38.557393,192.168.1.9,52.9.68.83,TCP,66
38.557394,192.168.1.9,52.9.68.83,TCP,66
38.557508,192.168.1.9,52.9.68.83,TCP,66
38.557899,192.168.1.9,52.9.68.83,TLSv1.2,192
38.55849,192.168.1.9,52.9.68.83,TLSv1.2,192
38.568181,104.254.148.165,192.168.1.9,TCP,66
38.568187,209.191.163.208,192.168.1.9,TLSv1.3,698
38.568309,192.168.1.9,209.191.163.208,TCP,66
38.568309,192.168.1.9,104.254.148.165,TLSv1.2,689
38.56982,104.254.148.165,192.168.1.9,TCP,66
38.570716,104.254.148.165,192.168.1.9,TLSv1.2,1081
38.570774,192.168.1.9,104.254.148.165,TCP,66
38.577249,38.140.99.21,192.168.1.9,TCP,66
38.577322,192.168.1.9,38.140.99.21,TLSv1.2,592
38.586397,72.34.250.78,192.168.1.9,TLSv1.2,1514
38.586416,72.34.250.78,192.168.1.9,TCP,1514
38.586541,192.168.1.9,72.34.250.78,TCP,66
38.587339,72.34.250.78,192.168.1.9,TCP,1514
38.587345,72.34.250.78,192.168.1.9,TLSv1.2,1328
38.587432,192.168.1.9,72.34.250.78,TCP,66
38.58858,192.168.1.9,72.34.250.78,TLSv1.2,192
38.591069,52.9.68.83,192.168.1.9,TLSv1.2,340
38.591175,192.168.1.9,52.9.68.83,TCP,66
38.598174,52.9.68.83,192.168.1.9,TLSv1.2,340
38.598178,52.43.69.79,192.168.1.9,TLSv1.2,656
38.598179,52.43.69.79,192.168.1.9,TLSv1.2,100
38.598247,192.168.1.9,52.9.68.83,TCP,66
38.598248,192.168.1.9,52.43.69.79,TCP,66
38.598248,192.168.1.9,52.43.69.79,TCP,66
38.598811,192.168.1.9,52.9.68.83,TLSv1.2,1016
38.60379,192.168.1.9,52.9.68.83,TLSv1.2,1016
38.612472,104.254.148.165,192.168.1.9,TCP,66
38.634098,52.43.69.79,192.168.1.9,TLSv1.2,656
38.634105,52.43.69.79,192.168.1.9,TLSv1.2,100
38.634204,192.168.1.9,52.43.69.79,TCP,66
38.634297,192.168.1.9,52.43.69.79,TCP,66
38.640324,72.34.250.78,192.168.1.9,TLSv1.2,117
38.640431,192.168.1.9,72.34.250.78,TCP,66
38.648591,192.168.1.9,72.34.250.78,TCP,1514
38.648591,192.168.1.9,72.34.250.78,TLSv1.2,1083
38.656307,38.140.99.21,192.168.1.9,TCP,66
38.665659,192.168.1.9,77.234.41.237,TCP,78
38.683429,52.9.68.83,192.168.1.9,TCP,66
38.688038,52.9.68.83,192.168.1.9,TCP,66
38.689442,38.140.99.21,192.168.1.9,TCP,1514
38.689449,38.140.99.21,192.168.1.9,TLSv1.2,287
38.689552,192.168.1.9,38.140.99.21,TCP,66
38.692596,72.34.250.78,192.168.1.9,TCP,66
38.701285,77.234.41.237,192.168.1.9,TCP,74
38.701389,192.168.1.9,77.234.41.237,TCP,66
38.702187,192.168.1.9,77.234.41.237,HTTP,349
38.703786,104.254.148.165,192.168.1.9,TCP,1514
38.703793,104.254.148.165,192.168.1.9,TCP,1514
38.703795,104.254.148.165,192.168.1.9,TCP,1514
38.703906,104.254.148.165,192.168.1.9,TCP,1514
38.703913,104.254.148.165,192.168.1.9,TCP,1514
38.703914,104.254.148.165,192.168.1.9,TCP,1514
38.70395,192.168.1.9,104.254.148.165,TCP,66
38.703988,192.168.1.9,104.254.148.165,TCP,66
38.703989,192.168.1.9,104.254.148.165,TCP,66
38.703989,192.168.1.9,104.254.148.165,TCP,66
38.703989,192.168.1.9,104.254.148.165,TCP,66
38.704059,104.254.148.165,192.168.1.9,TCP,1514
38.704071,104.254.148.165,192.168.1.9,TLSv1.2,658
38.704072,72.34.250.78,192.168.1.9,TLSv1.2,1058
38.704157,192.168.1.9,104.254.148.165,TCP,66
38.704157,192.168.1.9,72.34.250.78,TCP,66
38.704719,104.16.68.69,192.168.1.9,TLSv1.2,634
38.704811,192.168.1.9,104.16.68.69,TCP,54
38.738117,77.234.41.237,192.168.1.9,TCP,66
38.754421,52.9.68.83,192.168.1.9,TLSv1.2,290
38.754521,192.168.1.9,52.9.68.83,TCP,66
38.761225,192.168.1.2,224.0.0.251,MDNS,193
38.800857,52.9.68.83,192.168.1.9,TLSv1.2,290
38.800912,192.168.1.9,52.9.68.83,TCP,66
38.839671,74.125.195.189,192.168.1.9,UDP,83
38.855837,192.168.1.9,192.168.1.2,MDNS,338
38.860432,52.52.208.22,192.168.1.9,TCP,1514
38.860435,52.52.208.22,192.168.1.9,TCP,1514
38.860436,52.52.208.22,192.168.1.9,TCP,1514
38.860437,52.52.208.22,192.168.1.9,TLSv1.2,144
38.860494,192.168.1.9,52.52.208.22,TCP,66
38.860494,192.168.1.9,52.52.208.22,TCP,66
38.86052,192.168.1.9,52.52.208.22,TCP,66
38.865013,192.168.1.9,74.125.195.189,UDP,71
38.874437,192.168.1.9,172.217.3.194,UDP,1392
38.874458,192.168.1.9,172.217.3.194,UDP,217
38.89291,172.217.3.194,192.168.1.9,UDP,62
39.17153,172.217.3.194,192.168.1.9,UDP,1392
39.175976,172.217.3.194,192.168.1.9,UDP,1392
39.175981,172.217.3.194,192.168.1.9,UDP,1392
39.176203,192.168.1.9,172.217.3.194,UDP,70
39.1763,172.217.3.194,192.168.1.9,UDP,1392
39.176305,172.217.3.194,192.168.1.9,UDP,1392
39.176306,172.217.3.194,192.168.1.9,UDP,1392
39.176307,172.217.3.194,192.168.1.9,UDP,1392
39.176309,172.217.3.194,192.168.1.9,UDP,1392
39.17631,172.217.3.194,192.168.1.9,UDP,1392
39.176311,172.217.3.194,192.168.1.9,UDP,1392
39.176313,172.217.3.194,192.168.1.9,UDP,1392
39.176314,172.217.3.194,192.168.1.9,UDP,1392
39.176315,172.217.3.194,192.168.1.9,UDP,1392
39.176317,172.217.3.194,192.168.1.9,UDP,1392
39.176318,172.217.3.194,192.168.1.9,UDP,1392
39.17632,172.217.3.194,192.168.1.9,UDP,1392
39.176321,172.217.3.194,192.168.1.9,UDP,1304
39.176467,192.168.1.9,172.217.3.194,UDP,70
39.176516,192.168.1.9,172.217.3.194,UDP,70
39.176553,192.168.1.9,172.217.3.194,UDP,70
39.176684,192.168.1.9,172.217.3.194,UDP,70
39.176724,192.168.1.9,172.217.3.194,UDP,70
39.176768,192.168.1.9,172.217.3.194,UDP,70
39.176899,192.168.1.9,172.217.3.194,UDP,70
39.202115,192.168.1.9,172.217.3.194,UDP,70
39.245903,192.168.1.9,172.217.3.162,UDP,607
39.27129,192.168.1.9,172.217.3.194,UDP,793
39.275958,172.217.3.162,192.168.1.9,UDP,162
39.275961,172.217.3.162,192.168.1.9,UDP,61
39.276168,192.168.1.9,172.217.3.162,UDP,70
39.289003,192.168.1.9,172.217.3.196,UDP,331
39.292705,192.168.1.9,192.168.1.1,DNS,81
39.302005,192.168.1.9,185.167.164.42,TLSv1.2,835
39.302601,172.217.3.194,192.168.1.9,UDP,151
39.302603,172.217.3.194,192.168.1.9,UDP,59
39.302793,192.168.1.9,172.217.3.194,UDP,70
39.329426,192.168.1.1,192.168.1.9,DNS,346
39.330251,192.168.1.9,34.228.35.165,TCP,78
39.330301,172.217.3.196,192.168.1.9,UDP,62
39.355331,172.217.3.196,192.168.1.9,UDP,229
39.355582,172.217.3.196,192.168.1.9,UDP,58
39.355964,192.168.1.9,172.217.3.196,UDP,70
39.356148,192.168.1.9,172.217.3.196,UDP,81
39.398588,172.217.3.196,192.168.1.9,UDP,62
39.400533,185.167.164.42,192.168.1.9,TLSv1.2,786
39.400638,192.168.1.9,185.167.164.42,TCP,66
39.408124,192.168.1.9,172.217.3.162,UDP,317
39.421305,34.228.35.165,192.168.1.9,TCP,74
39.421381,192.168.1.9,34.228.35.165,TCP,66
39.421664,192.168.1.9,34.228.35.165,TLSv1.2,583
39.43393,172.217.3.162,192.168.1.9,UDP,313
39.433937,172.217.3.162,192.168.1.9,UDP,61
39.434401,192.168.1.9,172.217.3.162,UDP,70
39.442368,40.97.162.162,192.168.1.9,TLSv1.2,98
39.442423,192.168.1.9,40.97.162.162,TCP,54
39.490754,192.168.1.9,172.217.3.162,UDP,159
39.515777,172.217.3.162,192.168.1.9,UDP,95
39.520364,34.228.35.165,192.168.1.9,TCP,66
39.522355,34.228.35.165,192.168.1.9,TLSv1.2,1514
39.522357,34.228.35.165,192.168.1.9,TCP,1514
39.522357,34.228.35.165,192.168.1.9,TLSv1.2,604
39.522393,192.168.1.9,34.228.35.165,TCP,66
39.522393,192.168.1.9,34.228.35.165,TCP,66
39.522864,192.168.1.9,34.228.35.165,TLSv1.2,192
39.541598,192.168.1.9,172.217.3.162,UDP,70
39.557255,192.168.1.9,172.253.117.156,UDP,1392
39.557255,192.168.1.9,172.253.117.156,UDP,1140
39.581097,172.253.117.156,192.168.1.9,UDP,62
39.607381,172.253.117.156,192.168.1.9,UDP,1392
39.607389,172.253.117.156,192.168.1.9,UDP,1392
39.607391,172.253.117.156,192.168.1.9,UDP,1392
39.607522,172.253.117.156,192.168.1.9,UDP,1392
39.607529,172.253.117.156,192.168.1.9,UDP,1392
39.607534,172.253.117.156,192.168.1.9,UDP,1392
39.607582,172.253.117.156,192.168.1.9,UDP,1392
39.607587,172.253.117.156,192.168.1.9,UDP,1091
39.607589,172.253.117.156,192.168.1.9,UDP,287
39.607881,192.168.1.9,172.253.117.156,UDP,70
39.607881,192.168.1.9,172.253.117.156,UDP,70
39.607918,192.168.1.9,172.253.117.156,UDP,70
39.608035,192.168.1.9,172.253.117.156,UDP,70
39.613817,34.228.35.165,192.168.1.9,TLSv1.2,117
39.613881,192.168.1.9,34.228.35.165,TCP,66
