IN450A
Time,Source,Destination,Protocol,Length
11.051268,192.168.1.9,192.168.1.9,TCP,54
11.051269,192.168.1.9,192.168.1.9,TCP,54
11.051269,192.168.1.9,192.168.1.9,TCP,54
11.051269,192.168.1.9,192.168.1.9,TCP,54
11.051269,192.168.1.9,192.168.1.9,TCP,54
11.05127,192.168.1.9,192.168.1.9,TCP,54
11.05127,192.168.1.9,192.168.1.9,TCP,54
11.051271,192.168.1.9,192.168.1.9,TCP,54
11.051272,192.168.1.9,192.168.1.9,TCP,54
11.051273,192.168.1.9,192.168.1.9,TCP,54
11.051274,192.168.1.9,192.168.1.9,TCP,54
11.051274,192.168.1.9,192.168.1.9,TCP,54
11.051275,192.168.1.9,192.168.1.9,TCP,54
11.051275,192.168.1.9,192.168.1.9,TCP,54
11.051276,192.168.1.9,192.168.1.9,TCP,54
11.051277,192.168.1.9,192.168.1.9,TCP,54
11.051277,192.168.1.9,192.168.1.9,TCP,54
11.052936,192.168.1.9,99.86.129.51,TCP,97
11.054065,192.168.1.9,192.168.1.9,TCP,54
11.055007,192.168.1.9,192.168.1.9,TCP,54
11.055713,192.168.1.9,192.168.1.9,TCP,54
11.056175,192.168.1.9,192.168.1.9,TCP,54
11.056602,192.168.1.9,192.168.1.9,TCP,54
11.057129,192.168.1.9,192.168.1.9,TCP,54
11.057564,192.168.1.9,192.168.1.9,TCP,54
11.057994,192.168.1.9,192.168.1.9,TCP,54
11.058416,192.168.1.9,192.168.1.9,TCP,54
11.058838,192.168.1.9,192.168.1.9,TCP,54
11.05926,192.168.1.9,192.168.1.9,TCP,54
11.059677,192.168.1.9,192.168.1.9,TCP,54
11.060099,192.168.1.9,192.168.1.9,TCP,54
11.06055,192.168.1.9,99.86.129.23,TCP,97
11.06058,192.168.1.9,192.168.1.9,TCP,54
11.061117,192.168.1.9,192.168.1.9,TCP,54
11.06155,192.168.1.9,192.168.1.9,TCP,54
11.061974,192.168.1.9,192.168.1.9,TCP,54
11.062397,192.168.1.9,192.168.1.9,TCP,54
11.063197,192.168.1.9,192.168.1.9,TCP,54
11.06375,192.168.1.9,192.168.1.9,TCP,54
11.066396,192.168.1.9,192.168.1.9,TCP,54
11.067469,192.168.1.9,192.168.1.9,TCP,54
11.067901,192.168.1.9,192.168.1.9,TCP,54
11.31013,192.168.1.9,192.168.1.9,TCP,54
11.31013,192.168.1.9,192.168.1.9,TCP,54
11.31013,192.168.1.9,192.168.1.9,TCP,54
11.310131,192.168.1.9,192.168.1.9,TCP,54
11.310131,192.168.1.9,192.168.1.9,TCP,54
11.310131,192.168.1.9,192.168.1.9,TCP,54
11.310131,192.168.1.9,192.168.1.9,TCP,54
11.310132,192.168.1.9,192.168.1.9,TCP,54
11.310132,192.168.1.9,192.168.1.9,TCP,54
11.310132,192.168.1.9,192.168.1.9,TCP,54
11.310133,192.168.1.9,192.168.1.9,TCP,54
11.310133,192.168.1.9,192.168.1.9,TCP,54
11.310133,192.168.1.9,192.168.1.9,TCP,54
11.310134,192.168.1.9,192.168.1.9,TCP,54
11.310134,192.168.1.9,192.168.1.9,TCP,54
11.310134,192.168.1.9,192.168.1.9,TCP,54
11.310134,192.168.1.9,192.168.1.9,TCP,54
11.310135,192.168.1.9,192.168.1.9,TCP,54
11.310135,192.168.1.9,192.168.1.9,TCP,54
11.310135,192.168.1.9,192.168.1.9,TCP,54
11.310136,192.168.1.9,192.168.1.9,TCP,54
11.310136,192.168.1.9,192.168.1.9,TCP,54
11.310136,192.168.1.9,192.168.1.9,TCP,54
11.310136,192.168.1.9,192.168.1.9,TCP,54
11.310137,192.168.1.9,192.168.1.9,TCP,54
11.310137,192.168.1.9,192.168.1.9,TCP,54
11.310137,192.168.1.9,192.168.1.9,TCP,54
11.310138,192.168.1.9,192.168.1.9,TCP,54
11.310138,192.168.1.9,192.168.1.9,TCP,54
11.310138,192.168.1.9,192.168.1.9,TCP,54
11.310138,192.168.1.9,192.168.1.9,TCP,54
11.310139,192.168.1.9,192.168.1.9,TCP,54
11.310139,192.168.1.9,192.168.1.9,TCP,54
11.310139,192.168.1.9,192.168.1.9,TCP,54
11.31014,192.168.1.9,192.168.1.9,TCP,54
11.31014,192.168.1.9,192.168.1.9,TCP,54
11.31014,192.168.1.9,192.168.1.9,TCP,54
11.310141,192.168.1.9,192.168.1.9,TCP,54
11.310141,192.168.1.9,192.168.1.9,TCP,54
11.310141,192.168.1.9,192.168.1.9,TCP,54
11.310141,192.168.1.9,192.168.1.9,TCP,54
11.310142,192.168.1.9,192.168.1.9,TCP,54
11.310142,192.168.1.9,192.168.1.9,TCP,54
11.403984,34.96.100.63,192.168.1.9,TCP,66
11.403987,34.96.100.63,192.168.1.9,TCP,66
11.446121,192.168.1.16,192.168.1.9,TCP,176
11.530811,99.86.129.107,192.168.1.9,TCP,66
11.5368,192.168.1.7,192.168.1.9,SSDP,337
11.555441,52.43.230.97,192.168.1.9,TCP,74
11.592035,192.168.1.9,99.86.129.51,TCP,97
11.592035,192.168.1.9,99.86.129.23,TCP,97
11.592036,192.168.1.9,34.96.100.63,TCP,66
11.592036,192.168.1.9,34.96.100.63,TCP,66
11.592036,192.168.1.9,192.168.1.16,TCP,78
11.592036,192.168.1.9,99.86.129.107,TCP,66
11.592037,192.168.1.9,52.43.230.97,TCP,66
11.592037,192.168.1.9,192.168.1.9,TCP,54
11.592037,192.168.1.9,192.168.1.9,TCP,54
11.592037,192.168.1.9,192.168.1.9,TCP,54
11.592038,192.168.1.9,192.168.1.9,TCP,54
11.592038,192.168.1.9,192.168.1.9,TCP,54
11.592038,192.168.1.9,192.168.1.9,TCP,54
11.592038,192.168.1.9,192.168.1.9,TCP,54
11.592039,192.168.1.9,192.168.1.9,TCP,54
11.592039,192.168.1.9,192.168.1.9,TCP,54
11.592039,192.168.1.9,192.168.1.9,TCP,54
11.592039,192.168.1.9,192.168.1.9,TCP,54
11.59204,192.168.1.9,192.168.1.9,TCP,54
11.59204,192.168.1.9,192.168.1.9,TCP,54
11.59204,192.168.1.9,192.168.1.9,TCP,54
11.592041,192.168.1.9,192.168.1.9,TCP,54
11.592041,192.168.1.9,192.168.1.9,TCP,54
11.592041,192.168.1.9,192.168.1.9,TCP,54
11.592041,192.168.1.9,192.168.1.9,TCP,54
11.592042,192.168.1.9,192.168.1.9,TCP,54
11.592042,192.168.1.9,192.168.1.9,TCP,54
11.592042,192.168.1.9,192.168.1.9,TCP,54
11.592042,192.168.1.9,192.168.1.9,TCP,54
11.592043,192.168.1.9,192.168.1.9,TCP,54
11.592043,192.168.1.9,192.168.1.9,TCP,54
11.592043,192.168.1.9,192.168.1.9,TCP,54
11.592043,192.168.1.9,192.168.1.9,TCP,54
11.592044,192.168.1.9,192.168.1.9,TCP,54
11.592044,192.168.1.9,192.168.1.9,TCP,54
11.592044,192.168.1.9,192.168.1.9,TCP,54
11.592044,192.168.1.9,192.168.1.9,TCP,54
11.592045,192.168.1.9,192.168.1.9,TCP,54
11.592045,192.168.1.9,192.168.1.9,TCP,54
11.592045,192.168.1.9,192.168.1.9,TCP,54
11.592045,192.168.1.9,192.168.1.9,TCP,54
11.592046,192.168.1.9,192.168.1.9,TCP,54
11.592046,192.168.1.9,192.168.1.9,TCP,54
11.592087,192.168.1.9,192.168.1.9,TCP,54
11.592088,192.168.1.9,192.168.1.9,TCP,54
11.592088,192.168.1.9,192.168.1.9,TCP,54
11.592088,192.168.1.9,192.168.1.9,TCP,54
11.592088,192.168.1.9,192.168.1.9,TCP,54
11.592089,192.168.1.9,192.168.1.9,TCP,54
11.592089,192.168.1.9,192.168.1.9,TCP,54
11.597609,192.168.1.7,192.168.1.9,SSDP,346
11.660932,192.168.1.7,192.168.1.9,SSDP,340
11.732522,Netgear_ac:66:5f,Broadcast,ARP,42
11.732525,192.168.1.11,192.168.1.9,UDP,361
11.867685,192.168.1.9,99.86.129.51,TCP,97
11.867686,192.168.1.9,99.86.129.23,TCP,97
11.867686,192.168.1.9,192.168.1.9,TCP,54
11.867686,192.168.1.9,192.168.1.9,TCP,54
11.867686,192.168.1.9,192.168.1.9,TCP,54
11.867687,192.168.1.9,192.168.1.9,TCP,54
11.867687,192.168.1.9,192.168.1.9,TCP,54
11.867687,192.168.1.9,192.168.1.9,TCP,54
11.867687,192.168.1.9,192.168.1.9,TCP,54
11.867688,192.168.1.9,192.168.1.9,TCP,54
11.867688,192.168.1.9,192.168.1.9,TCP,54
11.867688,192.168.1.9,192.168.1.9,TCP,54
11.867688,192.168.1.9,192.168.1.9,TCP,54
11.867689,192.168.1.9,192.168.1.9,TCP,54
11.867689,192.168.1.9,192.168.1.9,TCP,54
11.867689,192.168.1.9,192.168.1.9,TCP,54
11.86769,192.168.1.9,192.168.1.9,TCP,54
11.86769,192.168.1.9,192.168.1.9,TCP,54
11.86769,192.168.1.9,192.168.1.9,TCP,54
11.86769,192.168.1.9,192.168.1.9,TCP,54
11.867691,192.168.1.9,192.168.1.9,TCP,54
11.867691,192.168.1.9,192.168.1.9,TCP,54
11.867691,192.168.1.9,192.168.1.9,TCP,54
11.867691,192.168.1.9,192.168.1.9,TCP,54
11.867692,192.168.1.9,192.168.1.9,TCP,54
11.867692,192.168.1.9,192.168.1.9,TCP,54
11.867693,192.168.1.9,192.168.1.9,TCP,54
11.867693,192.168.1.9,192.168.1.9,TCP,54
11.867693,192.168.1.9,192.168.1.9,TCP,54
11.867693,192.168.1.9,192.168.1.9,TCP,54
11.867694,192.168.1.9,192.168.1.9,TCP,54
11.867694,192.168.1.9,192.168.1.9,TCP,54
11.867694,192.168.1.9,192.168.1.9,TCP,54
11.867694,192.168.1.9,192.168.1.9,TCP,54
11.867695,192.168.1.9,192.168.1.9,TCP,54
11.867695,192.168.1.9,192.168.1.9,TCP,54
11.867695,192.168.1.9,192.168.1.9,TCP,54
11.867695,192.168.1.9,192.168.1.9,TCP,54
11.867696,192.168.1.9,192.168.1.9,TCP,54
11.867696,192.168.1.9,192.168.1.9,TCP,54
11.867696,192.168.1.9,192.168.1.9,TCP,54
11.867696,192.168.1.9,192.168.1.9,TCP,54
11.867697,192.168.1.9,192.168.1.9,TCP,54
11.867846,192.168.1.9,192.168.1.9,TCP,54
11.867847,192.168.1.9,192.168.1.9,TCP,54
12.12015,192.168.1.9,99.86.129.51,TCP,97
12.120151,192.168.1.9,192.168.1.9,TCP,54
12.120151,192.168.1.9,192.168.1.9,TCP,54
12.120151,192.168.1.9,192.168.1.9,TCP,54
12.120152,192.168.1.9,192.168.1.9,TCP,54
12.120152,192.168.1.9,192.168.1.9,TCP,54
12.120152,192.168.1.9,192.168.1.9,TCP,54
12.120153,192.168.1.9,192.168.1.9,TCP,54
12.120153,192.168.1.9,192.168.1.9,TCP,54
12.120153,192.168.1.9,192.168.1.9,TCP,54
12.120154,192.168.1.9,192.168.1.9,TCP,54
12.120154,192.168.1.9,192.168.1.9,TCP,54
12.120154,192.168.1.9,192.168.1.9,TCP,54
12.120154,192.168.1.9,192.168.1.9,TCP,54
12.120155,192.168.1.9,192.168.1.9,TCP,54
12.120155,192.168.1.9,192.168.1.9,TCP,54
12.120155,192.168.1.9,192.168.1.9,TCP,54
12.120159,192.168.1.9,192.168.1.9,TCP,54
12.120159,192.168.1.9,192.168.1.9,TCP,54
12.120159,192.168.1.9,192.168.1.9,TCP,54
12.12016,192.168.1.9,192.168.1.9,TCP,54
12.12016,192.168.1.9,192.168.1.9,TCP,54
12.12016,192.168.1.9,192.168.1.9,TCP,54
12.120161,192.168.1.9,192.168.1.9,TCP,54
12.120161,192.168.1.9,192.168.1.9,TCP,54
12.120161,192.168.1.9,192.168.1.9,TCP,54
12.120161,192.168.1.9,192.168.1.9,TCP,54
12.120162,192.168.1.9,192.168.1.9,TCP,54
12.120162,192.168.1.9,192.168.1.9,TCP,54
12.120162,192.168.1.9,192.168.1.9,TCP,54
12.120163,192.168.1.9,192.168.1.9,TCP,54
12.120163,192.168.1.9,192.168.1.9,TCP,54
12.120163,192.168.1.9,192.168.1.9,TCP,54
12.120164,192.168.1.9,192.168.1.9,TCP,54
12.120164,192.168.1.9,192.168.1.9,TCP,54
12.120164,192.168.1.9,192.168.1.9,TCP,54
12.120164,192.168.1.9,192.168.1.9,TCP,54
12.120165,192.168.1.9,192.168.1.9,TCP,54
12.120165,192.168.1.9,192.168.1.9,TCP,54
12.120165,192.168.1.9,192.168.1.9,TCP,54
12.120166,192.168.1.9,192.168.1.9,TCP,54
12.120314,192.168.1.9,192.168.1.9,TCP,54
12.137716,192.168.1.2,224.0.0.251,MDNS,193
12.152631,192.168.1.9,192.168.1.9,TCP,54
12.247994,192.168.1.16,192.168.1.9,TCP,176
12.258683,34.96.100.63,192.168.1.9,TCP,66
12.261656,192.168.1.9,192.168.1.2,MDNS,338
12.33695,192.168.1.9,192.168.1.16,TCP,78
12.33695,192.168.1.9,34.96.100.63,TCP,66
12.336951,192.168.1.9,99.86.129.23,TCP,97
12.336951,192.168.1.9,192.168.1.9,TCP,54
12.336951,192.168.1.9,192.168.1.9,TCP,54
12.336952,192.168.1.9,192.168.1.9,TCP,54
12.336952,192.168.1.9,192.168.1.9,TCP,54
12.336953,192.168.1.9,192.168.1.9,TCP,54
12.336953,192.168.1.9,192.168.1.9,TCP,54
12.336953,192.168.1.9,192.168.1.9,TCP,54
12.336953,192.168.1.9,192.168.1.9,TCP,54
12.336954,192.168.1.9,192.168.1.9,TCP,54
12.336954,192.168.1.9,192.168.1.9,TCP,54
12.336954,192.168.1.9,192.168.1.9,TCP,54
12.336955,192.168.1.9,192.168.1.9,TCP,54
12.336955,192.168.1.9,192.168.1.9,TCP,54
12.336955,192.168.1.9,192.168.1.9,TCP,54
12.336955,192.168.1.9,192.168.1.9,TCP,54
12.336956,192.168.1.9,192.168.1.9,TCP,54
12.336956,192.168.1.9,192.168.1.9,TCP,54
12.336956,192.168.1.9,192.168.1.9,TCP,54
12.336957,192.168.1.9,192.168.1.9,TCP,54
12.336957,192.168.1.9,192.168.1.9,TCP,54
12.336957,192.168.1.9,192.168.1.9,TCP,54
12.336957,192.168.1.9,192.168.1.9,TCP,54
12.336958,192.168.1.9,192.168.1.9,TCP,54
12.336958,192.168.1.9,192.168.1.9,TCP,54
12.336958,192.168.1.9,192.168.1.9,TCP,54
12.336959,192.168.1.9,192.168.1.9,TCP,54
12.336959,192.168.1.9,192.168.1.9,TCP,54
12.336959,192.168.1.9,192.168.1.9,TCP,54
12.33703,192.168.1.9,192.168.1.9,TCP,54
12.337032,192.168.1.9,192.168.1.9,TCP,54
12.337032,192.168.1.9,192.168.1.9,TCP,54
12.341799,34.96.100.63,192.168.1.9,TCP,66
12.373869,192.168.1.9,34.96.100.63,TCP,66
12.373902,192.168.1.9,192.168.1.9,TCP,54
12.481254,99.86.129.107,192.168.1.9,TCP,66
12.565342,192.168.1.9,99.86.129.107,TCP,66
12.565343,192.168.1.9,192.168.1.9,TCP,54
12.565343,192.168.1.9,192.168.1.9,TCP,54
12.565343,192.168.1.9,192.168.1.9,TCP,54
12.565344,192.168.1.9,192.168.1.9,TCP,54
12.565344,192.168.1.9,192.168.1.9,TCP,54
12.565344,192.168.1.9,192.168.1.9,TCP,54
12.565345,192.168.1.9,192.168.1.9,TCP,54
12.565345,192.168.1.9,192.168.1.9,TCP,54
12.565345,192.168.1.9,192.168.1.9,TCP,54
12.565345,192.168.1.9,192.168.1.9,TCP,54
12.565346,192.168.1.9,192.168.1.9,TCP,54
12.565346,192.168.1.9,192.168.1.9,TCP,54
12.565346,192.168.1.9,192.168.1.9,TCP,54
12.565347,192.168.1.9,192.168.1.9,TCP,54
12.565347,192.168.1.9,192.168.1.9,TCP,54
12.565347,192.168.1.9,192.168.1.9,TCP,54
12.565347,192.168.1.9,192.168.1.9,TCP,54
12.565348,192.168.1.9,192.168.1.9,TCP,54
12.565349,192.168.1.9,192.168.1.9,TCP,54
12.565349,192.168.1.9,192.168.1.9,TCP,54
12.565349,192.168.1.9,192.168.1.9,TCP,54
12.565349,192.168.1.9,192.168.1.9,TCP,54
12.56535,192.168.1.9,192.168.1.9,TCP,54
12.56535,192.168.1.9,192.168.1.9,TCP,54
12.56535,192.168.1.9,192.168.1.9,TCP,54
12.565351,192.168.1.9,192.168.1.9,TCP,54
12.565351,192.168.1.9,192.168.1.9,TCP,54
12.565351,192.168.1.9,192.168.1.9,TCP,54
12.565351,192.168.1.9,192.168.1.9,TCP,54
12.565476,192.168.1.9,192.168.1.9,TCP,54
12.572093,192.168.1.7,192.168.1.9,SSDP,337
12.583212,192.168.1.7,192.168.1.9,SSDP,346
12.603203,192.168.1.9,192.168.1.9,TCP,54
12.649745,192.168.1.7,192.168.1.9,SSDP,340
12.810338,192.168.1.9,99.86.129.51,TCP,97
12.810339,192.168.1.9,192.168.1.9,TCP,54
12.810339,192.168.1.9,192.168.1.9,TCP,54
12.810339,192.168.1.9,192.168.1.9,TCP,54
12.81034,192.168.1.9,192.168.1.9,TCP,54
12.81034,192.168.1.9,192.168.1.9,TCP,54
12.81034,192.168.1.9,192.168.1.9,TCP,54
12.81034,192.168.1.9,192.168.1.9,TCP,54
12.81034,192.168.1.9,192.168.1.9,TCP,54
12.810341,192.168.1.9,192.168.1.9,TCP,54
12.810341,192.168.1.9,192.168.1.9,TCP,54
12.810341,192.168.1.9,192.168.1.9,TCP,54
12.810341,192.168.1.9,192.168.1.9,TCP,54
12.810342,192.168.1.9,192.168.1.9,TCP,54
12.810342,192.168.1.9,192.168.1.9,TCP,54
12.810342,192.168.1.9,192.168.1.9,TCP,54
12.810342,192.168.1.9,192.168.1.9,TCP,54
12.810342,192.168.1.9,192.168.1.9,TCP,54
12.810343,192.168.1.9,192.168.1.9,TCP,54
12.810343,192.168.1.9,192.168.1.9,TCP,54
12.810343,192.168.1.9,192.168.1.9,TCP,54
12.810343,192.168.1.9,192.168.1.9,TCP,54
12.810344,192.168.1.9,192.168.1.9,TCP,54
12.810344,192.168.1.9,192.168.1.9,TCP,54
12.810344,192.168.1.9,192.168.1.9,TCP,54
12.810683,192.168.1.9,192.168.1.9,TCP,54
12.956704,Netgear_ac:66:5f,Broadcast,ARP,42
12.957365,192.168.1.2,224.0.0.251,MDNS,423
13.066484,192.168.1.9,104.26.15.239,TLSv1.2,78
13.066485,192.168.1.9,104.26.15.239,TCP,54
13.066485,192.168.1.9,192.168.1.9,TCP,54
13.066485,192.168.1.9,192.168.1.9,TCP,54
13.066485,192.168.1.9,192.168.1.9,TCP,54
13.066485,192.168.1.9,192.168.1.9,TCP,54
13.066485,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066486,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066487,192.168.1.9,192.168.1.9,TCP,54
13.066488,192.168.1.9,192.168.1.9,TCP,54
13.066488,192.168.1.9,192.168.1.9,TCP,54
13.101373,192.168.1.9,192.168.1.9,TCP,54
13.101373,192.168.1.9,192.168.1.9,TCP,54
13.101373,192.168.1.9,192.168.1.9,TCP,54
13.13531,192.168.1.9,192.168.1.9,TCP,54
13.35889,192.168.1.9,74.125.142.188,TCP,54
13.35889,192.168.1.9,99.86.129.23,TCP,97
13.358891,192.168.1.9,104.26.15.239,TCP,78
13.358891,192.168.1.9,192.168.1.9,TCP,54
13.358891,192.168.1.9,192.168.1.9,TCP,54
13.358891,192.168.1.9,192.168.1.9,TCP,54
13.358892,192.168.1.9,192.168.1.9,TCP,54
13.358892,192.168.1.9,192.168.1.9,TCP,54
13.358892,192.168.1.9,192.168.1.9,TCP,54
13.358892,192.168.1.9,192.168.1.9,TCP,54
13.358893,192.168.1.9,192.168.1.9,TCP,54
13.358893,192.168.1.9,192.168.1.9,TCP,54
13.358893,192.168.1.9,192.168.1.9,TCP,54
13.358893,192.168.1.9,192.168.1.9,TCP,54
13.358894,192.168.1.9,192.168.1.9,TCP,54
13.358894,192.168.1.9,192.168.1.9,TCP,54
13.358894,192.168.1.9,192.168.1.9,TCP,54
13.358894,192.168.1.9,192.168.1.9,TCP,54
13.358894,192.168.1.9,192.168.1.9,TCP,54
13.358895,192.168.1.9,192.168.1.9,TCP,54
13.358895,192.168.1.9,192.168.1.9,TCP,54
13.358895,192.168.1.9,192.168.1.9,TCP,54
13.358895,192.168.1.9,192.168.1.9,TCP,54
13.358896,192.168.1.9,192.168.1.9,TCP,54
13.358896,192.168.1.9,192.168.1.9,TCP,54
13.358896,192.168.1.9,192.168.1.9,TCP,54
13.358896,192.168.1.9,192.168.1.9,TCP,54
13.358897,192.168.1.9,192.168.1.9,TCP,54
13.358897,192.168.1.9,192.168.1.9,TCP,54
13.358897,192.168.1.9,192.168.1.9,TCP,54
13.358897,192.168.1.9,192.168.1.9,TCP,54
13.358898,192.168.1.9,192.168.1.9,TCP,54
13.358898,192.168.1.9,192.168.1.9,TCP,54
13.358898,192.168.1.9,192.168.1.9,TCP,54
13.358898,192.168.1.9,192.168.1.9,TCP,54
13.358899,192.168.1.9,192.168.1.9,TCP,54
13.358899,192.168.1.9,192.168.1.9,TCP,54
13.358899,192.168.1.9,192.168.1.9,TCP,54
13.358899,192.168.1.9,192.168.1.9,TCP,54
13.582858,52.43.230.97,192.168.1.9,TCP,74
13.582952,192.168.1.9,52.43.230.97,TCP,66
13.582952,192.168.1.9,192.168.1.9,TCP,54
13.582953,192.168.1.9,192.168.1.9,TCP,54
13.619854,192.168.1.9,192.168.1.9,TCP,54
13.619854,192.168.1.9,192.168.1.9,TCP,54
13.619855,192.168.1.9,192.168.1.9,TCP,54
13.619855,192.168.1.9,192.168.1.9,TCP,54
13.619855,192.168.1.9,192.168.1.9,TCP,54
13.619856,192.168.1.9,192.168.1.9,TCP,54
13.619856,192.168.1.9,192.168.1.9,TCP,54
13.619856,192.168.1.9,192.168.1.9,TCP,54
13.619857,192.168.1.9,192.168.1.9,TCP,54
13.619857,192.168.1.9,192.168.1.9,TCP,54
13.619857,192.168.1.9,192.168.1.9,TCP,54
13.619858,192.168.1.9,192.168.1.9,TCP,54
13.619858,192.168.1.9,192.168.1.9,TCP,54
13.619858,192.168.1.9,192.168.1.9,TCP,54
13.619858,192.168.1.9,192.168.1.9,TCP,54
13.619859,192.168.1.9,192.168.1.9,TCP,54
13.619859,192.168.1.9,192.168.1.9,TCP,54
13.619859,192.168.1.9,192.168.1.9,TCP,54
13.61986,192.168.1.9,192.168.1.9,TCP,54
13.61986,192.168.1.9,192.168.1.9,TCP,54
13.61986,192.168.1.9,192.168.1.9,TCP,54
13.619861,192.168.1.9,192.168.1.9,TCP,54
13.619861,192.168.1.9,192.168.1.9,TCP,54
13.619861,192.168.1.9,192.168.1.9,TCP,54
13.619862,192.168.1.9,192.168.1.9,TCP,54
13.619862,192.168.1.9,192.168.1.9,TCP,54
13.619862,192.168.1.9,192.168.1.9,TCP,54
13.619863,192.168.1.9,192.168.1.9,TCP,54
13.619863,192.168.1.9,192.168.1.9,TCP,54
13.619863,192.168.1.9,192.168.1.9,TCP,54
13.619864,192.168.1.9,192.168.1.9,TCP,54
13.619864,192.168.1.9,192.168.1.9,TCP,54
13.619864,192.168.1.9,192.168.1.9,TCP,54
13.619865,192.168.1.9,192.168.1.9,TCP,54
13.619865,192.168.1.9,192.168.1.9,TCP,54
13.619865,192.168.1.9,192.168.1.9,TCP,54
13.619866,192.168.1.9,192.168.1.9,TCP,54
13.619866,192.168.1.9,192.168.1.9,TCP,54
13.619866,192.168.1.9,192.168.1.9,TCP,54
13.780237,Netgear_ac:66:5f,Broadcast,ARP,42
13.864857,192.168.1.9,104.26.15.239,TCP,78
13.864858,192.168.1.9,192.168.1.9,TCP,54
13.864858,192.168.1.9,192.168.1.9,TCP,54
13.864859,192.168.1.9,192.168.1.9,TCP,54
13.864859,192.168.1.9,192.168.1.9,TCP,54
13.864859,192.168.1.9,192.168.1.9,TCP,54
13.86486,192.168.1.9,192.168.1.9,TCP,54
13.86486,192.168.1.9,192.168.1.9,TCP,54
13.86486,192.168.1.9,192.168.1.9,TCP,54
13.864861,192.168.1.9,192.168.1.9,TCP,54
13.864861,192.168.1.9,192.168.1.9,TCP,54
13.864861,192.168.1.9,192.168.1.9,TCP,54
13.864862,192.168.1.9,192.168.1.9,TCP,54
13.864862,192.168.1.9,192.168.1.9,TCP,54
13.864863,192.168.1.9,192.168.1.9,TCP,54
13.864863,192.168.1.9,192.168.1.9,TCP,54
13.864863,192.168.1.9,192.168.1.9,TCP,54
13.864864,192.168.1.9,192.168.1.9,TCP,54
13.864864,192.168.1.9,192.168.1.9,TCP,54
13.864864,192.168.1.9,192.168.1.9,TCP,54
13.864865,192.168.1.9,192.168.1.9,TCP,54
13.864865,192.168.1.9,192.168.1.9,TCP,54
13.864865,192.168.1.9,192.168.1.9,TCP,54
13.864866,192.168.1.9,192.168.1.9,TCP,54
13.864866,192.168.1.9,192.168.1.9,TCP,54
13.864866,192.168.1.9,192.168.1.9,TCP,54
13.864867,192.168.1.9,192.168.1.9,TCP,54
13.864867,192.168.1.9,192.168.1.9,TCP,54
13.864867,192.168.1.9,192.168.1.9,TCP,54
13.864868,192.168.1.9,192.168.1.9,TCP,54
13.864868,192.168.1.9,192.168.1.9,TCP,54
13.864868,192.168.1.9,192.168.1.9,TCP,54
13.864869,192.168.1.9,192.168.1.9,TCP,54
13.864869,192.168.1.9,192.168.1.9,TCP,54
13.864869,192.168.1.9,192.168.1.9,TCP,54
13.86487,192.168.1.9,192.168.1.9,TCP,54
13.86487,192.168.1.9,192.168.1.9,TCP,54
13.86487,192.168.1.9,192.168.1.9,TCP,54
13.864871,192.168.1.9,192.168.1.9,TCP,54
13.864871,192.168.1.9,192.168.1.9,TCP,54
13.864871,192.168.1.9,192.168.1.9,TCP,54
13.864871,192.168.1.9,192.168.1.9,TCP,54
13.927051,192.168.1.9,99.86.129.51,TCP,97
14.069478,34.96.100.63,192.168.1.9,TCP,66
14.069609,192.168.1.9,34.96.100.63,TCP,66
14.12108,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121081,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121082,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121083,192.168.1.9,192.168.1.9,TCP,54
14.121084,192.168.1.9,192.168.1.9,TCP,54
14.121084,192.168.1.9,192.168.1.9,TCP,54
14.121084,192.168.1.9,192.168.1.9,TCP,54
